product_id,product_name,product_category,brand,size,color,material,occasion,age_group,price_listed,price_final,stock_status,product_image_url,product_description,price
0a057da9-2cf6-4ae4-81f8-067c53c571ad,Pink Adidas Jacket,Clothing,Adidas,XS,Pink,Cotton,Casual,All Ages,7495.58,4997.37,0,https://picsum.photos/seed/0a057da9/200,"Comfortable and chic cotton jacket by Adidas in pink, perfect for casual outings.",4997.37
68b41d25-29d4-473d-8fde-0ae39610b649,Red Nike Shirt,Clothing,Nike,S,Red,Denim,Formal,All Ages,9463.37,6197.26,1,https://picsum.photos/seed/68b41d25/200,"Versatile red denim shirt by Nike, suitable for both work and leisure.",6197.26
c61e79f6-86ec-4f60-9ea4-ed1810669161,Brown Puma Boots,Footwear,Puma,10UK,Brown,Polyester,Casual,All Ages,7753.48,5183.48,0,https://picsum.photos/seed/c61e79f6/200,"Sophisticated Puma boots in brown, tailored from polyester for a modern look.",5183.48
d95c7763-ab30-4286-bb59-399113ab8add,Brown Adidas Skirt,Clothing,Adidas,L,Brown,Denim,Casual,Adults,8328.93,7338.84,1,https://picsum.photos/seed/d95c7763/200,"Exclusive brown skirt from Adidas, featuring fine denim craftsmanship.",7338.84
db06b942-ce3b-4c3d-8510-e850b6cd2259,Red H&M Sweater,Clothing,H&M,XS,Red,Silk,Casual,All Ages,5339.43,3913.02,1,https://picsum.photos/seed/db06b942/200,"Versatile red silk sweater by H&M, suitable for both work and leisure.",3913.02
1c063471-31ee-418b-91ae-6896be71c181,Blue H&M Kurta,Clothing,H&M,L,Blue,Silk,Traditional,Adults,5795.1,4230.47,0,https://picsum.photos/seed/1c063471/200,"Comfortable and chic silk kurta by H&M in blue, perfect for casual outings.",4230.47
98a0f44f-6ce8-4f1d-b1c8-0e53015a1ced,White Nike Heels,Footwear,Nike,10UK,White,Synthetic,Party,All Ages,1823.34,1307.07,1,https://picsum.photos/seed/98a0f44f/200,"High-fashion heels from Nike in white, made of synthetic for a standout style.",1307.07
5754d851-5935-4881-9aa3-b49e5139cf2c,Grey Zara Jeans,Clothing,Zara,M,Grey,Polyester,Casual,Teens,1405.41,978.34,0,https://picsum.photos/seed/5754d851/200,"Comfortable and chic polyester jeans by Zara in grey, perfect for casual outings.",978.34
af1609a2-fc08-4f3d-87f8-60818d1f1628,Red Nike Sandals,Footwear,Nike,10UK,Red,Polyester,Casual,Kids,1908.45,1215.0,0,https://picsum.photos/seed/af1609a2/200,"Classic Nike sandals in red polyester, ideal for daily wear.",1215.0
2021e082-ffdb-4944-93e1-fb1f6b5794fa,Pink Ray-Ban Watch,Accessories,Ray-Ban,One Size,Pink,Metal,Office,Teens,9190.56,7714.62,1,https://picsum.photos/seed/2021e082/200,"Classic Ray-Ban watch in pink metal, ideal for daily wear.",7714.62
49bad15c-184f-4fca-93b3-65b960d6265a,Green Michael Kors Watch,Accessories,Michael Kors,One Size,Green,Synthetic,Office,Adults,7819.52,6039.15,1,https://picsum.photos/seed/49bad15c/200,"Premium green watch with synthetic finish from Michael Kors, elevating your wardrobe.",6039.15
e2cc65c4-b901-4318-82f1-c282690b7c43,Brown Gucci Jewelry,Accessories,Gucci,One Size,Brown,Synthetic,Party,All Ages,4481.99,3546.47,1,https://picsum.photos/seed/e2cc65c4/200,Experience the perfect blend of style and durability with this brown jewelry crafted in synthetic by Gucci.,3546.47
96dd17e4-e5ba-4566-9b99-ebbab0ddbf9f,Black Fossil Sunglasses,Accessories,Fossil,One Size,Black,Metal,Travel,All Ages,1744.49,1155.25,0,https://picsum.photos/seed/96dd17e4/200,"Classic Fossil sunglasses in black metal, ideal for daily wear.",1155.25
2d57270d-e857-4fc8-bc80-6b11f1c9549d,Black Nike Running Shoes,Footwear,Nike,6UK,Black,Leather,Sports,Adults,7181.05,5240.36,0,https://picsum.photos/seed/2d57270d/200,"Versatile black leather running shoes by Nike, suitable for both work and leisure.",5240.36
ed7aa34f-a0e1-4928-9371-318bc17fb25c,Yellow Zara T-shirt,Clothing,Zara,L,Yellow,Cotton,Sports,Teens,1203.14,781.72,1,https://picsum.photos/seed/ed7aa34f/200,"Trendy yellow t-shirt made with high-quality cotton, a must-have from Zara.",781.72
d133eefe-fe91-4780-9888-5b65c9471750,Red Ray-Ban Handbag,Accessories,Ray-Ban,One Size,Red,Cotton,Formal,All Ages,1771.68,1212.68,1,https://picsum.photos/seed/d133eefe/200,"Classic Ray-Ban handbag in red cotton, ideal for daily wear.",1212.68
725e55e1-064f-477b-a7a4-4854cde56fe4,Yellow Ray-Ban Watch,Accessories,Ray-Ban,One Size,Yellow,Metal,Formal,Teens,8266.24,5687.37,1,https://picsum.photos/seed/725e55e1/200,"Exclusive yellow watch from Ray-Ban, featuring fine metal craftsmanship.",5687.37
fbde0ae2-b9c5-442c-8655-d4be108ceec6,Red Adidas Hoodie,Clothing,Adidas,XL,Red,Denim,Casual,Adults,6616.25,4795.78,1,https://picsum.photos/seed/fbde0ae2/200,"Versatile red denim hoodie by Adidas, suitable for both work and leisure.",4795.78
57b3bebf-327f-46c0-9088-0969173eca06,Brown Levis Jeans,Clothing,Levis,XXL,Brown,Silk,Casual,Adults,2999.86,2414.64,1,https://picsum.photos/seed/57b3bebf/200,Experience the perfect blend of style and durability with this brown jeans crafted in silk by Levis.,2414.64
1d2d26cc-ce17-46ad-b3fb-48888379a6ba,Black Bata Slippers,Footwear,Bata,10UK,Black,Canvas,Beach,All Ages,3589.48,2653.24,1,https://picsum.photos/seed/1d2d26cc/200,"Sophisticated Bata slippers in black, tailored from canvas for a modern look.",2653.24
ea35f909-e293-49ef-8d31-6cc88c9b5aee,Yellow Nike Slippers,Footwear,Nike,8UK,Yellow,Synthetic,Home,Adults,1870.84,1418.24,1,https://picsum.photos/seed/ea35f909/200,"Versatile yellow synthetic slippers by Nike, suitable for both work and leisure.",1418.24
6fa82911-5773-46a4-b9b7-09875d1a0645,White Adidas Skirt,Clothing,Adidas,XS,White,Wool,Casual,Teens,6409.5,5468.25,1,https://picsum.photos/seed/6fa82911/200,"High-fashion skirt from Adidas in white, made of wool for a standout style.",5468.25
44ee0d11-700a-47eb-b6a3-48892e049468,Grey Tommy Hilfiger Handbag,Accessories,Tommy Hilfiger,One Size,Grey,Cotton,Formal,All Ages,6530.99,5275.62,1,https://picsum.photos/seed/44ee0d11/200,"Classic Tommy Hilfiger handbag in grey cotton, ideal for daily wear.",5275.62
edf19865-4da8-4b3d-acbd-f3ae9d81dd2d,Green Ray-Ban Scarf,Accessories,Ray-Ban,One Size,Green,Cotton,Formal,All Ages,6122.69,4564.79,1,https://picsum.photos/seed/edf19865/200,"Elegant green cotton scarf by Ray-Ban, designed for premium comfort.",4564.79
5ac296bc-12a5-4128-b6ca-0853dbfe26b7,Green Puma Slippers,Footwear,Puma,5UK,Green,Polyester,Home,Adults,6287.06,4683.26,1,https://picsum.photos/seed/5ac296bc/200,"Exclusive green slippers from Puma, featuring fine polyester craftsmanship.",4683.26
daddd14c-7e03-4993-a0f5-724faba1f2fb,Blue Levis Sweater,Clothing,Levis,XL,Blue,Polyester,Winter,All Ages,4689.56,4117.1,0,https://picsum.photos/seed/daddd14c/200,"Exclusive blue sweater from Levis, featuring fine polyester craftsmanship.",4117.1
a576a1bb-18bd-4c92-a53e-00b8b2da316e,Brown Zara Hoodie,Clothing,Zara,XL,Brown,Cotton,Sports,Adults,2125.8,1835.47,1,https://picsum.photos/seed/a576a1bb/200,"Classic Zara hoodie in brown cotton, ideal for daily wear.",1835.47
467b8386-af41-4b14-88dc-3d187d4da19d,Pink Ray-Ban Handbag,Accessories,Ray-Ban,One Size,Pink,Wool,Party,All Ages,557.45,390.54,0,https://picsum.photos/seed/467b8386/200,"Sophisticated Ray-Ban handbag in pink, tailored from wool for a modern look.",390.54
d042dd8e-3777-4802-a816-48be8d77b5ee,Blue Levis Sweater,Clothing,Levis,XS,Blue,Wool,Winter,Adults,822.36,509.79,1,https://picsum.photos/seed/d042dd8e/200,"Sophisticated Levis sweater in blue, tailored from wool for a modern look.",509.79
7dc7f734-cfdd-4dd0-a57a-553683998e1c,Blue Reebok Loafers,Footwear,Reebok,9UK,Blue,Canvas,Office,Adults,3841.09,2837.68,0,https://picsum.photos/seed/7dc7f734/200,"Premium blue loafers with canvas finish from Reebok, elevating your wardrobe.",2837.68
a162ddbc-822e-4d62-be82-9b01fbffe15a,Pink Nike Slippers,Footwear,Nike,6UK,Pink,Canvas,Beach,Teens,5921.99,5097.94,0,https://picsum.photos/seed/a162ddbc/200,"Versatile pink canvas slippers by Nike, suitable for both work and leisure.",5097.94
6d0aa622-3e9c-439b-b306-dd61f0d14f14,Yellow Michael Kors Sunglasses,Accessories,Michael Kors,One Size,Yellow,Cotton,Travel,All Ages,6114.57,4916.59,1,https://picsum.photos/seed/6d0aa622/200,"Comfortable and chic cotton sunglasses by Michael Kors in yellow, perfect for casual outings.",4916.59
4d93b0be-354d-4153-a36e-e7f0b3ddfbfc,Blue Nike Jacket,Clothing,Nike,XL,Blue,Denim,Winter,Teens,9406.48,7382.61,0,https://picsum.photos/seed/4d93b0be/200,"Classic Nike jacket in blue denim, ideal for daily wear.",7382.61
7ebfb101-dd43-4de7-b134-c99d51e2eaeb,Black Bata Running Shoes,Footwear,Bata,5UK,Black,Synthetic,Sports,Adults,1496.1,1204.51,1,https://picsum.photos/seed/7ebfb101/200,"Elegant black synthetic running shoes by Bata, designed for premium comfort.",1204.51
6d7cf56f-8672-498b-b98b-b1ac64e2cae1,White Bata Running Shoes,Footwear,Bata,8UK,White,Suede,Sports,All Ages,4047.31,2451.04,1,https://picsum.photos/seed/6d7cf56f/200,"Comfortable and chic suede running shoes by Bata in white, perfect for casual outings.",2451.04
2ef287b5-b634-4a1d-b3e9-9aca82472703,Blue Reebok Heels,Footwear,Reebok,11UK,Blue,Leather,Wedding,Adults,5213.18,3724.25,0,https://picsum.photos/seed/2ef287b5/200,"Trendy blue heels made with high-quality leather, a must-have from Reebok.",3724.25
d8ee3627-69a4-4763-89bb-96f885b7506c,White Michael Kors Watch,Accessories,Michael Kors,One Size,White,Leather,Formal,All Ages,7851.79,4741.05,1,https://picsum.photos/seed/d8ee3627/200,Experience the perfect blend of style and durability with this white watch crafted in leather by Michael Kors.,4741.05
c1b8fbad-78e1-4058-b0e5-0af122200f15,Pink Adidas Jeans,Clothing,Adidas,S,Pink,Wool,Casual,Teens,4049.04,3477.37,0,https://picsum.photos/seed/c1b8fbad/200,"Elegant pink wool jeans by Adidas, designed for premium comfort.",3477.37
8fdb76b8-07ee-4906-a075-74e05a0460fc,Brown Puma Sandals,Footwear,Puma,5UK,Brown,Suede,Summer,Teens,7551.88,5416.51,1,https://picsum.photos/seed/8fdb76b8/200,"Classic Puma sandals in brown suede, ideal for daily wear.",5416.51
ecd94dc6-d6ae-466c-99ab-5776fe2b5158,Yellow Adidas Jacket,Clothing,Adidas,XL,Yellow,Silk,Winter,Adults,8683.63,6254.12,0,https://picsum.photos/seed/ecd94dc6/200,"Premium yellow jacket with silk finish from Adidas, elevating your wardrobe.",6254.12
393b5995-fcd7-4d6a-8bc0-041f88c0b350,Brown Adidas Dress,Clothing,Adidas,S,Brown,Silk,Wedding,Adults,5916.02,5096.64,0,https://picsum.photos/seed/393b5995/200,"Comfortable and chic silk dress by Adidas in brown, perfect for casual outings.",5096.64
e69bdc1a-f0a8-4b35-b14e-f757a977578e,Grey Bata Running Shoes,Footwear,Bata,9UK,Grey,Synthetic,Sports,All Ages,671.78,443.26,1,https://picsum.photos/seed/e69bdc1a/200,"Versatile grey synthetic running shoes by Bata, suitable for both work and leisure.",443.26
6cd51a27-9c6d-4caa-ab3e-0257574ac47e,Blue Fossil Cap,Accessories,Fossil,One Size,Blue,Wool,Casual,Teens,2834.83,1953.31,1,https://picsum.photos/seed/6cd51a27/200,"Versatile blue wool cap by Fossil, suitable for both work and leisure.",1953.31
5f0924a6-4aea-42e8-b58d-49bd08644ca2,Green H&M Skirt,Clothing,H&M,L,Green,Silk,Party,Teens,7280.53,5145.21,0,https://picsum.photos/seed/5f0924a6/200,"High-fashion skirt from H&M in green, made of silk for a standout style.",5145.21
119a3e67-89f0-4c43-b5f7-f22c8f6b0a51,Grey H&M Saree,Clothing,H&M,XL,Grey,Denim,Formal,Adults,2803.74,1947.13,0,https://picsum.photos/seed/119a3e67/200,"Sophisticated H&M saree in grey, tailored from denim for a modern look.",1947.13
fed938dd-d9a7-4e5a-af10-1d3eac044cec,Brown Nike Kurta,Clothing,Nike,L,Brown,Wool,Traditional,All Ages,2017.07,1735.81,0,https://picsum.photos/seed/fed938dd/200,"Sophisticated Nike kurta in brown, tailored from wool for a modern look.",1735.81
ed228643-6301-4bf1-af23-de7b4e8a2ae9,White Nike Hoodie,Clothing,Nike,XL,White,Polyester,Travel,All Ages,2734.62,1739.65,0,https://picsum.photos/seed/ed228643/200,"Trendy white hoodie made with high-quality polyester, a must-have from Nike.",1739.65
56865331-cffa-4c09-b734-19ae69a677e4,Blue Puma Sneakers,Footwear,Puma,10UK,Blue,Suede,Sports,All Ages,6974.44,5085.56,1,https://picsum.photos/seed/56865331/200,"Elegant blue suede sneakers by Puma, designed for premium comfort.",5085.56
b95dda29-aa94-4aa3-bf0f-2ad9fe787987,White Gucci Backpack,Accessories,Gucci,One Size,White,Cotton,Casual,Teens,1622.64,1348.54,1,https://picsum.photos/seed/b95dda29/200,"Comfortable and chic cotton backpack by Gucci in white, perfect for casual outings.",1348.54
71cfda37-4e6e-48fc-abdc-5e31fa3eecd9,Green Adidas Running Shoes,Footwear,Adidas,8UK,Green,Suede,Gym,Kids,4601.77,3371.03,0,https://picsum.photos/seed/71cfda37/200,"High-fashion running shoes from Adidas in green, made of suede for a standout style.",3371.03
2c79fd20-3580-45a6-b746-76f223e96eac,Blue Gucci Belt,Accessories,Gucci,One Size,Blue,Metal,Formal,Adults,9080.24,6418.44,1,https://picsum.photos/seed/2c79fd20/200,"Elegant blue metal belt by Gucci, designed for premium comfort.",6418.44
56589020-304f-4c3c-9f1e-0b15af22a78c,Purple Tommy Hilfiger Hat,Accessories,Tommy Hilfiger,One Size,Purple,Cotton,Travel,Teens,5407.28,3936.5,1,https://picsum.photos/seed/56589020/200,"Versatile purple cotton hat by Tommy Hilfiger, suitable for both work and leisure.",3936.5
f347c0dd-bcf6-42ef-9f38-094f51792c2c,Black Fossil Cap,Accessories,Fossil,One Size,Black,Cotton,Sports,Adults,7641.39,6290.53,1,https://picsum.photos/seed/f347c0dd/200,"High-fashion cap from Fossil in black, made of cotton for a standout style.",6290.53
bdbf4671-a434-478d-96ad-09f380bfd740,Green Reebok Sandals,Footwear,Reebok,11UK,Green,Polyester,Summer,Teens,4821.94,3013.9,1,https://picsum.photos/seed/bdbf4671/200,Experience the perfect blend of style and durability with this green sandals crafted in polyester by Reebok.,3013.9
cef57199-d2e3-4f64-8129-c78c0b1d47e0,Red Levis Hoodie,Clothing,Levis,XXL,Red,Cotton,Sports,Teens,5084.37,3262.94,1,https://picsum.photos/seed/cef57199/200,"High-fashion hoodie from Levis in red, made of cotton for a standout style.",3262.94
31ecf30c-9440-4e7a-a220-5e8cfb43107a,Brown Zara Jeans,Clothing,Zara,L,Brown,Silk,Travel,Teens,9249.77,6928.31,1,https://picsum.photos/seed/31ecf30c/200,Experience the perfect blend of style and durability with this brown jeans crafted in silk by Zara.,6928.31
c17fd9af-43d4-4355-bfe5-4c4055994ad8,Yellow Reebok Sneakers,Footwear,Reebok,11UK,Yellow,Canvas,Travel,Kids,5778.27,4302.93,1,https://picsum.photos/seed/c17fd9af/200,Experience the perfect blend of style and durability with this yellow sneakers crafted in canvas by Reebok.,4302.93
691e790f-5958-4269-a2ad-296acc08a83e,White Fossil Handbag,Accessories,Fossil,One Size,White,Wool,Formal,All Ages,6062.8,4269.12,1,https://picsum.photos/seed/691e790f/200,"High-fashion handbag from Fossil in white, made of wool for a standout style.",4269.12
49599be6-2cb8-4e1c-99fc-2318ea1b5952,White Fossil Handbag,Accessories,Fossil,One Size,White,Cotton,Party,Adults,7817.11,6252.48,1,https://picsum.photos/seed/49599be6/200,"Trendy white handbag made with high-quality cotton, a must-have from Fossil.",6252.48
68e0ba7f-8561-42a3-8129-bf6202d0e4c9,Grey Tommy Hilfiger Jewelry,Accessories,Tommy Hilfiger,One Size,Grey,Wool,Festive,Teens,5626.2,4997.0,0,https://picsum.photos/seed/68e0ba7f/200,"Comfortable and chic wool jewelry by Tommy Hilfiger in grey, perfect for casual outings.",4997.0
4b7c9391-54be-4783-b47c-775fa4225d6a,Grey Nike Kurta,Clothing,Nike,XXL,Grey,Denim,Traditional,All Ages,5557.2,3602.92,0,https://picsum.photos/seed/4b7c9391/200,"Trendy grey kurta made with high-quality denim, a must-have from Nike.",3602.92
55302c81-9d0f-4352-b513-998f8d25908f,Brown Ray-Ban Sunglasses,Accessories,Ray-Ban,One Size,Brown,Synthetic,Casual,All Ages,1527.09,1228.56,0,https://picsum.photos/seed/55302c81/200,"Sophisticated Ray-Ban sunglasses in brown, tailored from synthetic for a modern look.",1228.56
8fbff61c-da65-4207-9c37-100c62e43b28,Grey Gucci Cap,Accessories,Gucci,One Size,Grey,Cotton,Casual,Adults,4255.97,2951.52,1,https://picsum.photos/seed/8fbff61c/200,"Premium grey cap with cotton finish from Gucci, elevating your wardrobe.",2951.52
deb8a71c-221a-44a9-88ce-749a1470d331,White Nike Loafers,Footwear,Nike,10UK,White,Suede,Formal,Adults,5152.33,3423.69,1,https://picsum.photos/seed/deb8a71c/200,"Versatile white suede loafers by Nike, suitable for both work and leisure.",3423.69
bec2b81a-d313-43fe-aee7-f453f6c08e61,Purple Reebok Slippers,Footwear,Reebok,8UK,Purple,Polyester,Casual,All Ages,4549.37,3316.03,1,https://picsum.photos/seed/bec2b81a/200,"Versatile purple polyester slippers by Reebok, suitable for both work and leisure.",3316.03
fa3438d9-c5e9-42e8-b967-cecda9acdf02,Yellow Nike Running Shoes,Footwear,Nike,7UK,Yellow,Leather,Gym,Adults,9252.6,6999.73,1,https://picsum.photos/seed/fa3438d9/200,"Elegant yellow leather running shoes by Nike, designed for premium comfort.",6999.73
5eea9800-a5aa-40c5-9525-8a847428a52a,Brown Ray-Ban Belt,Accessories,Ray-Ban,One Size,Brown,Wool,Formal,All Ages,6922.97,6227.81,1,https://picsum.photos/seed/5eea9800/200,"Exclusive brown belt from Ray-Ban, featuring fine wool craftsmanship.",6227.81
3631eff4-0280-4bc5-b62d-0824807116f2,Grey Zara Kurta,Clothing,Zara,XL,Grey,Polyester,Traditional,Teens,9164.01,6948.89,0,https://picsum.photos/seed/3631eff4/200,"Elegant grey polyester kurta by Zara, designed for premium comfort.",6948.89
3ce59e0c-8f58-4e50-920c-d2bf940c0643,Yellow Nike Sneakers,Footwear,Nike,7UK,Yellow,Leather,Travel,Kids,6765.69,4639.1,0,https://picsum.photos/seed/3ce59e0c/200,"Exclusive yellow sneakers from Nike, featuring fine leather craftsmanship.",4639.1
c93bc5d4-bd35-43be-b9d2-32b85dbc954c,Brown Zara Hoodie,Clothing,Zara,M,Brown,Wool,Sports,All Ages,1892.62,1386.06,1,https://picsum.photos/seed/c93bc5d4/200,"Exclusive brown hoodie from Zara, featuring fine wool craftsmanship.",1386.06
5eae4b6c-32a6-4c1f-9fce-31af15b3c2ca,Grey Nike Shirt,Clothing,Nike,XL,Grey,Polyester,Formal,All Ages,3355.12,2739.61,1,https://picsum.photos/seed/5eae4b6c/200,"Trendy grey shirt made with high-quality polyester, a must-have from Nike.",2739.61
98ec3b25-e543-4563-9935-5e0ca74a8113,Black Adidas Dress,Clothing,Adidas,L,Black,Silk,Formal,All Ages,7282.57,4388.48,1,https://picsum.photos/seed/98ec3b25/200,"Versatile black silk dress by Adidas, suitable for both work and leisure.",4388.48
b6f41abf-405b-49df-8f62-9d48ef98a588,Brown Zara T-shirt,Clothing,Zara,M,Brown,Polyester,Casual,All Ages,5931.27,4119.01,0,https://picsum.photos/seed/b6f41abf/200,"Trendy brown t-shirt made with high-quality polyester, a must-have from Zara.",4119.01
443abdd4-c75b-4d23-b41e-0ccee1b3308c,Purple Fossil Handbag,Accessories,Fossil,One Size,Purple,Leather,Casual,Adults,8326.95,6973.94,0,https://picsum.photos/seed/443abdd4/200,"Trendy purple handbag made with high-quality leather, a must-have from Fossil.",6973.94
23e7d737-8f85-4ca5-b91f-5af98e9ccd2b,Pink Zara Hoodie,Clothing,Zara,XL,Pink,Silk,Sports,Teens,4823.09,4264.22,0,https://picsum.photos/seed/23e7d737/200,"Comfortable and chic silk hoodie by Zara in pink, perfect for casual outings.",4264.22
